captured_kst,language,positive,negative,total,positive_ratio
2026-06-20 03:35:08,tchinese,21,18,39,0.5385
2026-06-20 03:35:08,russian,8,1,9,0.8889
2026-06-20 03:35:08,brazilian,3,0,3,1.0
2026-06-20 03:35:08,thai,3,0,3,1.0
2026-06-20 03:35:08,latam,3,0,3,1.0
2026-06-20 03:35:08,turkish,3,0,3,1.0
2026-06-20 03:35:08,spanish,2,1,3,0.6667
2026-06-20 03:35:08,french,2,0,2,1.0
2026-06-20 03:35:08,ukrainian,2,0,2,1.0
2026-06-20 03:35:08,german,2,0,2,1.0
2026-06-20 03:35:08,vietnamese,0,1,1,0.0
2026-06-20 03:35:08,japanese,1,0,1,1.0
2026-06-20 03:35:08,polish,1,0,1,1.0
2026-06-20 04:05:07,collected_all,300,120,420,0.7143
2026-06-20 04:05:07,steam_total,305,121,426,0.716
2026-06-20 04:05:07,deleted_count,,,0,
2026-06-20 04:05:07,schinese,115,84,199,0.5779
2026-06-20 04:05:07,english,84,5,89,0.9438
2026-06-20 04:05:07,koreana,50,10,60,0.8333
2026-06-20 04:05:07,tchinese,21,18,39,0.5385
2026-06-20 04:05:07,russian,8,1,9,0.8889
2026-06-20 04:05:07,brazilian,3,0,3,1.0
2026-06-20 04:05:07,thai,3,0,3,1.0
2026-06-20 04:05:07,latam,3,0,3,1.0
2026-06-20 04:05:07,turkish,3,0,3,1.0
2026-06-20 04:05:07,spanish,2,1,3,0.6667
2026-06-20 04:05:07,french,2,0,2,1.0
2026-06-20 04:05:07,ukrainian,2,0,2,1.0
2026-06-20 04:05:07,german,2,0,2,1.0
2026-06-20 04:05:07,vietnamese,0,1,1,0.0
2026-06-20 04:05:07,japanese,1,0,1,1.0
2026-06-20 04:05:07,polish,1,0,1,1.0
2026-06-20 04:35:07,collected_all,300,120,420,0.7143
2026-06-20 04:35:07,steam_total,305,121,426,0.716
2026-06-20 04:35:07,deleted_count,,,0,
2026-06-20 04:35:07,schinese,115,84,199,0.5779
2026-06-20 04:35:07,english,84,5,89,0.9438
2026-06-20 04:35:07,koreana,50,10,60,0.8333
2026-06-20 04:35:07,tchinese,21,18,39,0.5385
2026-06-20 04:35:07,russian,8,1,9,0.8889
2026-06-20 04:35:07,brazilian,3,0,3,1.0
2026-06-20 04:35:07,thai,3,0,3,1.0
2026-06-20 04:35:07,latam,3,0,3,1.0
2026-06-20 04:35:07,turkish,3,0,3,1.0
2026-06-20 04:35:07,spanish,2,1,3,0.6667
2026-06-20 04:35:07,french,2,0,2,1.0
2026-06-20 04:35:07,ukrainian,2,0,2,1.0
2026-06-20 04:35:07,german,2,0,2,1.0
2026-06-20 04:35:07,vietnamese,0,1,1,0.0
2026-06-20 04:35:07,japanese,1,0,1,1.0
2026-06-20 04:35:07,polish,1,0,1,1.0
2026-06-20 05:05:07,collected_all,304,123,427,0.7119
2026-06-20 05:05:07,steam_total,311,121,432,0.7199
2026-06-20 05:05:07,deleted_count,,,0,
2026-06-20 05:05:07,schinese,115,87,202,0.5693
2026-06-20 05:05:07,english,86,5,91,0.9451
2026-06-20 05:05:07,koreana,50,10,60,0.8333
2026-06-20 05:05:07,tchinese,21,18,39,0.5385
2026-06-20 05:05:07,russian,8,1,9,0.8889
2026-06-20 05:05:07,thai,4,0,4,1.0
2026-06-20 05:05:07,brazilian,3,0,3,1.0
2026-06-20 05:05:07,french,3,0,3,1.0
2026-06-20 05:05:07,latam,3,0,3,1.0
2026-06-20 05:05:07,turkish,3,0,3,1.0
2026-06-20 05:05:07,spanish,2,1,3,0.6667
2026-06-20 05:05:07,ukrainian,2,0,2,1.0
2026-06-20 05:05:07,german,2,0,2,1.0
2026-06-20 05:05:07,vietnamese,0,1,1,0.0
2026-06-20 05:05:07,japanese,1,0,1,1.0
2026-06-20 05:05:07,polish,1,0,1,1.0
2026-06-20 05:35:08,collected_all,307,120,427,0.719
2026-06-20 05:35:08,steam_total,311,121,432,0.7199
2026-06-20 05:35:08,deleted_count,,,0,
2026-06-20 05:35:08,schinese,117,85,202,0.5792
2026-06-20 05:35:08,english,86,5,91,0.9451
2026-06-20 05:35:08,koreana,50,10,60,0.8333
2026-06-20 05:35:08,tchinese,22,17,39,0.5641
2026-06-20 05:35:08,russian,8,1,9,0.8889
2026-06-20 05:35:08,thai,4,0,4,1.0
2026-06-20 05:35:08,brazilian,3,0,3,1.0
2026-06-20 05:35:08,french,3,0,3,1.0
2026-06-20 05:35:08,latam,3,0,3,1.0
2026-06-20 05:35:08,turkish,3,0,3,1.0
2026-06-20 05:35:08,spanish,2,1,3,0.6667
2026-06-20 05:35:08,ukrainian,2,0,2,1.0
2026-06-20 05:35:08,german,2,0,2,1.0
2026-06-20 05:35:08,vietnamese,0,1,1,0.0
2026-06-20 05:35:08,japanese,1,0,1,1.0
2026-06-20 05:35:08,polish,1,0,1,1.0
2026-06-20 06:05:07,collected_all,315,122,437,0.7208
2026-06-20 06:05:07,steam_total,318,122,440,0.7227
2026-06-20 06:05:07,deleted_count,,,0,
2026-06-20 06:05:07,schinese,118,87,205,0.5756
2026-06-20 06:05:07,english,91,5,96,0.9479
2026-06-20 06:05:07,koreana,51,10,61,0.8361
2026-06-20 06:05:07,tchinese,22,17,39,0.5641
2026-06-20 06:05:07,russian,8,1,9,0.8889
2026-06-20 06:05:07,thai,4,0,4,1.0
2026-06-20 06:05:07,brazilian,3,0,3,1.0
2026-06-20 06:05:07,french,3,0,3,1.0
2026-06-20 06:05:07,latam,3,0,3,1.0
2026-06-20 06:05:07,turkish,3,0,3,1.0
2026-06-20 06:05:07,german,3,0,3,1.0
2026-06-20 06:05:07,spanish,2,1,3,0.6667
2026-06-20 06:05:07,ukrainian,2,0,2,1.0
2026-06-20 06:05:07,vietnamese,0,1,1,0.0
2026-06-20 06:05:07,japanese,1,0,1,1.0
2026-06-20 06:05:07,polish,1,0,1,1.0
2026-06-20 06:35:09,collected_all,315,122,437,0.7208
2026-06-20 06:35:09,steam_total,318,122,440,0.7227
2026-06-20 06:35:09,deleted_count,,,0,
2026-06-20 06:35:09,schinese,118,87,205,0.5756
2026-06-20 06:35:09,english,91,5,96,0.9479
2026-06-20 06:35:09,koreana,51,10,61,0.8361
2026-06-20 06:35:09,tchinese,22,17,39,0.5641
2026-06-20 06:35:09,russian,8,1,9,0.8889
2026-06-20 06:35:09,thai,4,0,4,1.0
2026-06-20 06:35:09,brazilian,3,0,3,1.0
2026-06-20 06:35:09,french,3,0,3,1.0
2026-06-20 06:35:09,latam,3,0,3,1.0
2026-06-20 06:35:09,turkish,3,0,3,1.0
2026-06-20 06:35:09,german,3,0,3,1.0
2026-06-20 06:35:09,spanish,2,1,3,0.6667
2026-06-20 06:35:09,ukrainian,2,0,2,1.0
2026-06-20 06:35:09,vietnamese,0,1,1,0.0
2026-06-20 06:35:09,japanese,1,0,1,1.0
2026-06-20 06:35:09,polish,1,0,1,1.0
2026-06-20 07:05:07,collected_all,320,122,442,0.724
2026-06-20 07:05:07,steam_total,322,122,444,0.7252
2026-06-20 07:05:07,deleted_count,,,0,
2026-06-20 07:05:07,schinese,118,87,205,0.5756
2026-06-20 07:05:07,english,94,5,99,0.9495
2026-06-20 07:05:07,koreana,51,10,61,0.8361
2026-06-20 07:05:07,tchinese,24,17,41,0.5854
2026-06-20 07:05:07,russian,8,1,9,0.8889
2026-06-20 07:05:07,thai,4,0,4,1.0
2026-06-20 07:05:07,brazilian,3,0,3,1.0
2026-06-20 07:05:07,french,3,0,3,1.0
2026-06-20 07:05:07,latam,3,0,3,1.0
2026-06-20 07:05:07,turkish,3,0,3,1.0
2026-06-20 07:05:07,german,3,0,3,1.0
2026-06-20 07:05:07,spanish,2,1,3,0.6667
2026-06-20 07:05:07,ukrainian,2,0,2,1.0
2026-06-20 07:05:07,vietnamese,0,1,1,0.0
2026-06-20 07:05:07,japanese,1,0,1,1.0
2026-06-20 07:05:07,polish,1,0,1,1.0
2026-06-20 07:35:08,collected_all,320,122,442,0.724
2026-06-20 07:35:08,steam_total,322,122,444,0.7252
2026-06-20 07:35:08,deleted_count,,,0,
2026-06-20 07:35:08,schinese,118,87,205,0.5756
2026-06-20 07:35:08,english,94,5,99,0.9495
2026-06-20 07:35:08,koreana,51,10,61,0.8361
2026-06-20 07:35:08,tchinese,24,17,41,0.5854
2026-06-20 07:35:08,russian,8,1,9,0.8889
2026-06-20 07:35:08,thai,4,0,4,1.0
2026-06-20 07:35:08,brazilian,3,0,3,1.0
2026-06-20 07:35:08,french,3,0,3,1.0
2026-06-20 07:35:08,latam,3,0,3,1.0
2026-06-20 07:35:08,turkish,3,0,3,1.0
2026-06-20 07:35:08,german,3,0,3,1.0
2026-06-20 07:35:08,spanish,2,1,3,0.6667
2026-06-20 07:35:08,ukrainian,2,0,2,1.0
2026-06-20 07:35:08,vietnamese,0,1,1,0.0
2026-06-20 07:35:08,japanese,1,0,1,1.0
2026-06-20 07:35:08,polish,1,0,1,1.0
2026-06-20 08:05:07,collected_all,323,123,446,0.7242
2026-06-20 08:05:07,steam_total,326,123,449,0.7261
2026-06-20 08:05:07,deleted_count,,,0,
2026-06-20 08:05:07,schinese,118,87,205,0.5756
2026-06-20 08:05:07,english,96,6,102,0.9412
2026-06-20 08:05:07,koreana,51,10,61,0.8361
2026-06-20 08:05:07,tchinese,24,17,41,0.5854
2026-06-20 08:05:07,russian,8,1,9,0.8889
2026-06-20 08:05:07,thai,4,0,4,1.0
2026-06-20 08:05:07,brazilian,3,0,3,1.0
2026-06-20 08:05:07,french,3,0,3,1.0
2026-06-20 08:05:07,latam,3,0,3,1.0
2026-06-20 08:05:07,turkish,3,0,3,1.0
2026-06-20 08:05:07,german,3,0,3,1.0
2026-06-20 08:05:07,spanish,2,1,3,0.6667
2026-06-20 08:05:07,ukrainian,2,0,2,1.0
2026-06-20 08:05:07,vietnamese,0,1,1,0.0
2026-06-20 08:05:07,japanese,1,0,1,1.0
2026-06-20 08:05:07,polish,1,0,1,1.0
2026-06-20 08:05:07,hungarian,1,0,1,1.0
2026-06-20 08:35:07,collected_all,323,123,446,0.7242
2026-06-20 08:35:07,steam_total,326,123,449,0.7261
2026-06-20 08:35:07,deleted_count,,,0,
2026-06-20 08:35:07,schinese,118,87,205,0.5756
2026-06-20 08:35:07,english,96,6,102,0.9412
2026-06-20 08:35:07,koreana,51,10,61,0.8361
2026-06-20 08:35:07,tchinese,24,17,41,0.5854
2026-06-20 08:35:07,russian,8,1,9,0.8889
2026-06-20 08:35:07,thai,4,0,4,1.0
2026-06-20 08:35:07,brazilian,3,0,3,1.0
2026-06-20 08:35:07,french,3,0,3,1.0
2026-06-20 08:35:07,latam,3,0,3,1.0
2026-06-20 08:35:07,turkish,3,0,3,1.0
2026-06-20 08:35:07,german,3,0,3,1.0
2026-06-20 08:35:07,spanish,2,1,3,0.6667
2026-06-20 08:35:07,ukrainian,2,0,2,1.0
2026-06-20 08:35:07,vietnamese,0,1,1,0.0
2026-06-20 08:35:07,japanese,1,0,1,1.0
2026-06-20 08:35:07,polish,1,0,1,1.0
2026-06-20 08:35:07,hungarian,1,0,1,1.0
2026-06-20 09:05:08,collected_all,329,124,453,0.7263
2026-06-20 09:05:08,steam_total,330,125,455,0.7253
2026-06-20 09:05:08,deleted_count,,,0,
2026-06-20 09:05:08,schinese,118,87,205,0.5756
2026-06-20 09:05:08,english,100,6,106,0.9434
2026-06-20 09:05:08,koreana,51,11,62,0.8226
2026-06-20 09:05:08,tchinese,24,17,41,0.5854
2026-06-20 09:05:08,russian,8,1,9,0.8889
2026-06-20 09:05:08,thai,4,0,4,1.0
2026-06-20 09:05:08,french,4,0,4,1.0
2026-06-20 09:05:08,brazilian,3,0,3,1.0
2026-06-20 09:05:08,latam,3,0,3,1.0
2026-06-20 09:05:08,turkish,3,0,3,1.0
2026-06-20 09:05:08,german,3,0,3,1.0
2026-06-20 09:05:08,spanish,2,1,3,0.6667
2026-06-20 09:05:08,ukrainian,2,0,2,1.0
2026-06-20 09:05:08,vietnamese,0,1,1,0.0
2026-06-20 09:05:08,japanese,1,0,1,1.0
2026-06-20 09:05:08,polish,1,0,1,1.0
2026-06-20 09:05:08,hungarian,1,0,1,1.0
2026-06-20 09:05:08,italian,1,0,1,1.0
2026-06-20 09:35:07,collected_all,329,124,453,0.7263
2026-06-20 09:35:07,steam_total,330,125,455,0.7253
2026-06-20 09:35:07,deleted_count,,,0,
2026-06-20 09:35:07,schinese,118,87,205,0.5756
2026-06-20 09:35:07,english,100,6,106,0.9434
2026-06-20 09:35:07,koreana,51,11,62,0.8226
2026-06-20 09:35:07,tchinese,24,17,41,0.5854
2026-06-20 09:35:07,russian,8,1,9,0.8889
2026-06-20 09:35:07,thai,4,0,4,1.0
2026-06-20 09:35:07,french,4,0,4,1.0
2026-06-20 09:35:07,brazilian,3,0,3,1.0
2026-06-20 09:35:07,latam,3,0,3,1.0
2026-06-20 09:35:07,turkish,3,0,3,1.0
2026-06-20 09:35:07,german,3,0,3,1.0
2026-06-20 09:35:07,spanish,2,1,3,0.6667
2026-06-20 09:35:07,ukrainian,2,0,2,1.0
2026-06-20 09:35:07,vietnamese,0,1,1,0.0
2026-06-20 09:35:07,japanese,1,0,1,1.0
2026-06-20 09:35:07,polish,1,0,1,1.0
2026-06-20 09:35:07,hungarian,1,0,1,1.0
2026-06-20 09:35:07,italian,1,0,1,1.0
2026-06-20 10:05:07,collected_all,330,126,456,0.7237
2026-06-20 10:05:07,steam_total,330,125,455,0.7253
2026-06-20 10:05:07,deleted_count,,,0,
2026-06-20 10:05:07,schinese,118,88,206,0.5728
2026-06-20 10:05:07,english,101,7,108,0.9352
2026-06-20 10:05:07,koreana,51,11,62,0.8226
2026-06-20 10:05:07,tchinese,24,17,41,0.5854
2026-06-20 10:05:07,russian,8,1,9,0.8889
2026-06-20 10:05:07,thai,4,0,4,1.0
2026-06-20 10:05:07,french,4,0,4,1.0
2026-06-20 10:05:07,brazilian,3,0,3,1.0
2026-06-20 10:05:07,latam,3,0,3,1.0
2026-06-20 10:05:07,turkish,3,0,3,1.0
2026-06-20 10:05:07,german,3,0,3,1.0
2026-06-20 10:05:07,spanish,2,1,3,0.6667
2026-06-20 10:05:07,ukrainian,2,0,2,1.0
2026-06-20 10:05:07,vietnamese,0,1,1,0.0
2026-06-20 10:05:07,japanese,1,0,1,1.0
2026-06-20 10:05:07,polish,1,0,1,1.0
2026-06-20 10:05:07,hungarian,1,0,1,1.0
2026-06-20 10:05:07,italian,1,0,1,1.0
2026-06-20 10:35:07,collected_all,330,126,456,0.7237
2026-06-20 10:35:07,steam_total,333,127,460,0.7239
2026-06-20 10:35:07,deleted_count,,,0,
2026-06-20 10:35:07,schinese,118,88,206,0.5728
2026-06-20 10:35:07,english,101,7,108,0.9352
2026-06-20 10:35:07,koreana,51,11,62,0.8226
2026-06-20 10:35:07,tchinese,24,17,41,0.5854
2026-06-20 10:35:07,russian,8,1,9,0.8889
2026-06-20 10:35:07,thai,4,0,4,1.0
2026-06-20 10:35:07,french,4,0,4,1.0
2026-06-20 10:35:07,brazilian,3,0,3,1.0
2026-06-20 10:35:07,latam,3,0,3,1.0
2026-06-20 10:35:07,turkish,3,0,3,1.0
2026-06-20 10:35:07,german,3,0,3,1.0
2026-06-20 10:35:07,spanish,2,1,3,0.6667
2026-06-20 10:35:07,ukrainian,2,0,2,1.0
2026-06-20 10:35:07,vietnamese,0,1,1,0.0
2026-06-20 10:35:07,japanese,1,0,1,1.0
2026-06-20 10:35:07,polish,1,0,1,1.0
2026-06-20 10:35:07,hungarian,1,0,1,1.0
2026-06-20 10:35:07,italian,1,0,1,1.0
2026-06-20 11:05:09,collected_all,335,128,463,0.7235
2026-06-20 11:05:09,steam_total,336,128,464,0.7241
2026-06-20 11:05:09,deleted_count,,,1,
2026-06-20 11:05:09,schinese,118,91,209,0.5646
2026-06-20 11:05:09,english,105,6,111,0.9459
2026-06-20 11:05:09,koreana,52,11,63,0.8254
2026-06-20 11:05:09,tchinese,24,17,41,0.5854
2026-06-20 11:05:09,russian,8,1,9,0.8889
2026-06-20 11:05:09,thai,4,0,4,1.0
2026-06-20 11:05:09,french,4,0,4,1.0
2026-06-20 11:05:09,brazilian,3,0,3,1.0
2026-06-20 11:05:09,latam,3,0,3,1.0
2026-06-20 11:05:09,turkish,3,0,3,1.0
2026-06-20 11:05:09,german,3,0,3,1.0
2026-06-20 11:05:09,spanish,2,1,3,0.6667
2026-06-20 11:05:09,ukrainian,2,0,2,1.0
2026-06-20 11:05:09,vietnamese,0,1,1,0.0
2026-06-20 11:05:09,japanese,1,0,1,1.0
2026-06-20 11:05:09,polish,1,0,1,1.0
2026-06-20 11:05:09,hungarian,1,0,1,1.0
2026-06-20 11:05:09,italian,1,0,1,1.0
2026-06-20 11:35:06,collected_all,335,128,463,0.7235
2026-06-20 11:35:06,steam_total,336,128,464,0.7241
2026-06-20 11:35:06,deleted_count,,,1,
2026-06-20 11:35:06,schinese,118,91,209,0.5646
2026-06-20 11:35:06,english,105,6,111,0.9459
2026-06-20 11:35:06,koreana,52,11,63,0.8254
2026-06-20 11:35:06,tchinese,24,17,41,0.5854
2026-06-20 11:35:06,russian,8,1,9,0.8889
2026-06-20 11:35:06,thai,4,0,4,1.0
2026-06-20 11:35:06,french,4,0,4,1.0
2026-06-20 11:35:06,brazilian,3,0,3,1.0
2026-06-20 11:35:06,latam,3,0,3,1.0
2026-06-20 11:35:06,turkish,3,0,3,1.0
2026-06-20 11:35:06,german,3,0,3,1.0
2026-06-20 11:35:06,spanish,2,1,3,0.6667
2026-06-20 11:35:06,ukrainian,2,0,2,1.0
2026-06-20 11:35:06,vietnamese,0,1,1,0.0
2026-06-20 11:35:06,japanese,1,0,1,1.0
2026-06-20 11:35:06,polish,1,0,1,1.0
2026-06-20 11:35:06,hungarian,1,0,1,1.0
2026-06-20 11:35:06,italian,1,0,1,1.0
2026-06-20 12:05:06,collected_all,335,128,463,0.7235
2026-06-20 12:05:06,steam_total,336,128,464,0.7241
2026-06-20 12:05:06,deleted_count,,,1,
2026-06-20 12:05:06,schinese,118,91,209,0.5646
2026-06-20 12:05:06,english,105,6,111,0.9459
2026-06-20 12:05:06,koreana,52,11,63,0.8254
2026-06-20 12:05:06,tchinese,24,17,41,0.5854
2026-06-20 12:05:06,russian,8,1,9,0.8889
2026-06-20 12:05:06,thai,4,0,4,1.0
2026-06-20 12:05:06,french,4,0,4,1.0
2026-06-20 12:05:06,brazilian,3,0,3,1.0
2026-06-20 12:05:06,latam,3,0,3,1.0
2026-06-20 12:05:06,turkish,3,0,3,1.0
2026-06-20 12:05:06,german,3,0,3,1.0
2026-06-20 12:05:06,spanish,2,1,3,0.6667
2026-06-20 12:05:06,ukrainian,2,0,2,1.0
2026-06-20 12:05:06,vietnamese,0,1,1,0.0
2026-06-20 12:05:06,japanese,1,0,1,1.0
2026-06-20 12:05:06,polish,1,0,1,1.0
2026-06-20 12:05:06,hungarian,1,0,1,1.0
2026-06-20 12:05:06,italian,1,0,1,1.0
2026-06-20 12:35:06,collected_all,339,131,470,0.7213
2026-06-20 12:35:06,steam_total,339,131,470,0.7213
2026-06-20 12:35:06,deleted_count,,,1,
2026-06-20 12:35:06,schinese,119,93,212,0.5613
2026-06-20 12:35:06,english,105,6,111,0.9459
2026-06-20 12:35:06,koreana,54,12,66,0.8182
2026-06-20 12:35:06,tchinese,24,17,41,0.5854
2026-06-20 12:35:06,russian,8,1,9,0.8889
2026-06-20 12:35:06,thai,4,0,4,1.0
2026-06-20 12:35:06,french,4,0,4,1.0
2026-06-20 12:35:06,brazilian,3,0,3,1.0
2026-06-20 12:35:06,latam,3,0,3,1.0
2026-06-20 12:35:06,turkish,3,0,3,1.0
2026-06-20 12:35:06,german,3,0,3,1.0
2026-06-20 12:35:06,spanish,2,1,3,0.6667
2026-06-20 12:35:06,ukrainian,2,0,2,1.0
2026-06-20 12:35:06,vietnamese,0,1,1,0.0
2026-06-20 12:35:06,japanese,1,0,1,1.0
2026-06-20 12:35:06,polish,1,0,1,1.0
2026-06-20 12:35:06,hungarian,1,0,1,1.0
2026-06-20 12:35:06,italian,1,0,1,1.0
2026-06-20 12:35:06,portuguese,1,0,1,1.0
2026-06-20 13:05:06,collected_all,339,131,470,0.7213
2026-06-20 13:05:06,steam_total,339,131,470,0.7213
2026-06-20 13:05:06,deleted_count,,,1,
2026-06-20 13:05:06,schinese,119,93,212,0.5613
2026-06-20 13:05:06,english,105,6,111,0.9459
2026-06-20 13:05:06,koreana,54,12,66,0.8182
2026-06-20 13:05:06,tchinese,24,17,41,0.5854
2026-06-20 13:05:06,russian,8,1,9,0.8889
2026-06-20 13:05:06,thai,4,0,4,1.0
2026-06-20 13:05:06,french,4,0,4,1.0
2026-06-20 13:05:06,brazilian,3,0,3,1.0
2026-06-20 13:05:06,latam,3,0,3,1.0
2026-06-20 13:05:06,turkish,3,0,3,1.0
2026-06-20 13:05:06,german,3,0,3,1.0
2026-06-20 13:05:06,spanish,2,1,3,0.6667
2026-06-20 13:05:06,ukrainian,2,0,2,1.0
2026-06-20 13:05:06,vietnamese,0,1,1,0.0
2026-06-20 13:05:06,japanese,1,0,1,1.0
2026-06-20 13:05:06,polish,1,0,1,1.0
2026-06-20 13:05:06,hungarian,1,0,1,1.0
2026-06-20 13:05:06,italian,1,0,1,1.0
2026-06-20 13:05:06,portuguese,1,0,1,1.0
2026-06-20 13:35:08,collected_all,344,132,476,0.7227
2026-06-20 13:35:08,steam_total,342,134,476,0.7185
2026-06-20 13:35:08,deleted_count,,,1,
2026-06-20 13:35:08,schinese,123,94,217,0.5668
2026-06-20 13:35:08,english,105,6,111,0.9459
2026-06-20 13:35:08,koreana,54,12,66,0.8182
2026-06-20 13:35:08,tchinese,24,17,41,0.5854
2026-06-20 13:35:08,russian,8,1,9,0.8889
2026-06-20 13:35:08,brazilian,4,0,4,1.0
2026-06-20 13:35:08,thai,4,0,4,1.0
2026-06-20 13:35:08,french,4,0,4,1.0
2026-06-20 13:35:08,latam,3,0,3,1.0
2026-06-20 13:35:08,turkish,3,0,3,1.0
2026-06-20 13:35:08,german,3,0,3,1.0
2026-06-20 13:35:08,spanish,2,1,3,0.6667
2026-06-20 13:35:08,ukrainian,2,0,2,1.0
2026-06-20 13:35:08,vietnamese,0,1,1,0.0
2026-06-20 13:35:08,japanese,1,0,1,1.0
2026-06-20 13:35:08,polish,1,0,1,1.0
2026-06-20 13:35:08,hungarian,1,0,1,1.0
2026-06-20 13:35:08,italian,1,0,1,1.0
2026-06-20 13:35:08,portuguese,1,0,1,1.0
2026-06-20 14:05:06,collected_all,344,132,476,0.7227
2026-06-20 14:05:06,steam_total,342,134,476,0.7185
2026-06-20 14:05:06,deleted_count,,,1,
2026-06-20 14:05:06,schinese,123,94,217,0.5668
2026-06-20 14:05:06,english,105,6,111,0.9459
2026-06-20 14:05:06,koreana,54,12,66,0.8182
2026-06-20 14:05:06,tchinese,24,17,41,0.5854
2026-06-20 14:05:06,russian,8,1,9,0.8889
2026-06-20 14:05:06,brazilian,4,0,4,1.0
2026-06-20 14:05:06,thai,4,0,4,1.0
2026-06-20 14:05:06,french,4,0,4,1.0
2026-06-20 14:05:06,latam,3,0,3,1.0
2026-06-20 14:05:06,turkish,3,0,3,1.0
2026-06-20 14:05:06,german,3,0,3,1.0
2026-06-20 14:05:06,spanish,2,1,3,0.6667
2026-06-20 14:05:06,ukrainian,2,0,2,1.0
2026-06-20 14:05:06,vietnamese,0,1,1,0.0
2026-06-20 14:05:06,japanese,1,0,1,1.0
2026-06-20 14:05:06,polish,1,0,1,1.0
2026-06-20 14:05:06,hungarian,1,0,1,1.0
2026-06-20 14:05:06,italian,1,0,1,1.0
2026-06-20 14:05:06,portuguese,1,0,1,1.0
2026-06-20 14:35:06,collected_all,351,135,486,0.7222
2026-06-20 14:35:06,steam_total,351,135,486,0.7222
2026-06-20 14:35:06,deleted_count,,,1,
2026-06-20 14:35:06,schinese,126,96,222,0.5676
2026-06-20 14:35:06,english,106,6,112,0.9464
2026-06-20 14:35:06,koreana,55,12,67,0.8209
2026-06-20 14:35:06,tchinese,24,18,42,0.5714
2026-06-20 14:35:06,russian,8,1,9,0.8889
2026-06-20 14:35:06,thai,6,0,6,1.0
2026-06-20 14:35:06,brazilian,4,0,4,1.0
2026-06-20 14:35:06,french,4,0,4,1.0
2026-06-20 14:35:06,latam,3,0,3,1.0
2026-06-20 14:35:06,turkish,3,0,3,1.0
2026-06-20 14:35:06,german,3,0,3,1.0
2026-06-20 14:35:06,spanish,2,1,3,0.6667
2026-06-20 14:35:06,ukrainian,2,0,2,1.0
2026-06-20 14:35:06,vietnamese,0,1,1,0.0
2026-06-20 14:35:06,japanese,1,0,1,1.0
2026-06-20 14:35:06,polish,1,0,1,1.0
2026-06-20 14:35:06,hungarian,1,0,1,1.0
2026-06-20 14:35:06,italian,1,0,1,1.0
2026-06-20 14:35:06,portuguese,1,0,1,1.0
2026-06-20 15:05:08,collected_all,351,135,486,0.7222
2026-06-20 15:05:08,steam_total,351,135,486,0.7222
2026-06-20 15:05:08,deleted_count,,,1,
2026-06-20 15:05:08,schinese,126,96,222,0.5676
2026-06-20 15:05:08,english,106,6,112,0.9464
2026-06-20 15:05:08,koreana,55,12,67,0.8209
2026-06-20 15:05:08,tchinese,24,18,42,0.5714
2026-06-20 15:05:08,russian,8,1,9,0.8889
2026-06-20 15:05:08,thai,6,0,6,1.0
2026-06-20 15:05:08,brazilian,4,0,4,1.0
2026-06-20 15:05:08,french,4,0,4,1.0
2026-06-20 15:05:08,latam,3,0,3,1.0
2026-06-20 15:05:08,turkish,3,0,3,1.0
2026-06-20 15:05:08,german,3,0,3,1.0
2026-06-20 15:05:08,spanish,2,1,3,0.6667
2026-06-20 15:05:08,ukrainian,2,0,2,1.0
2026-06-20 15:05:08,vietnamese,0,1,1,0.0
2026-06-20 15:05:08,japanese,1,0,1,1.0
2026-06-20 15:05:08,polish,1,0,1,1.0
2026-06-20 15:05:08,hungarian,1,0,1,1.0
2026-06-20 15:05:08,italian,1,0,1,1.0
2026-06-20 15:05:08,portuguese,1,0,1,1.0
2026-06-20 15:35:06,collected_all,355,138,493,0.7201
2026-06-20 15:35:06,steam_total,356,138,494,0.7206
2026-06-20 15:35:06,deleted_count,,,1,
2026-06-20 15:35:06,schinese,127,98,225,0.5644
2026-06-20 15:35:06,english,106,6,112,0.9464
2026-06-20 15:35:06,koreana,56,13,69,0.8116
2026-06-20 15:35:06,tchinese,25,18,43,0.5814
2026-06-20 15:35:06,russian,8,1,9,0.8889
2026-06-20 15:35:06,thai,6,0,6,1.0
2026-06-20 15:35:06,brazilian,4,0,4,1.0
2026-06-20 15:35:06,french,4,0,4,1.0
2026-06-20 15:35:06,latam,3,0,3,1.0
2026-06-20 15:35:06,turkish,3,0,3,1.0
2026-06-20 15:35:06,german,3,0,3,1.0
2026-06-20 15:35:06,spanish,2,1,3,0.6667
2026-06-20 15:35:06,ukrainian,2,0,2,1.0
2026-06-20 15:35:06,japanese,2,0,2,1.0
2026-06-20 15:35:06,vietnamese,0,1,1,0.0
2026-06-20 15:35:06,polish,1,0,1,1.0
2026-06-20 15:35:06,hungarian,1,0,1,1.0
2026-06-20 15:35:06,italian,1,0,1,1.0
2026-06-20 15:35:06,portuguese,1,0,1,1.0
2026-06-20 16:05:08,collected_all,355,138,493,0.7201
2026-06-20 16:05:08,steam_total,356,138,494,0.7206
2026-06-20 16:05:08,deleted_count,,,1,
2026-06-20 16:05:08,schinese,127,98,225,0.5644
2026-06-20 16:05:08,english,106,6,112,0.9464
2026-06-20 16:05:08,koreana,56,13,69,0.8116
2026-06-20 16:05:08,tchinese,25,18,43,0.5814
2026-06-20 16:05:08,russian,8,1,9,0.8889
